,college,df
1699,079-真理大學-觀光數位知識學系資訊應用組,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  以學生修課紀錄、課程學習成果及多元表現等其他有利審查資料，來瞭解學生所具備觀光休閒產業相關之...
2  學習準備建議方向  ...  以學生修課紀錄、課程學習成果及多元表現等其他有利審查資料，來瞭解學生所具備觀光休閒產業相關之...
3  學習準備建議方向  ...  以學生修課紀錄、課程學習成果及多元表現等其他有利審查資料，來瞭解學生所具備觀光休閒產業相關之...
4    學習歷程自述  ...                                      1.未來學習計畫與生涯規劃
5        其他  ...                                                  無

[6 rows x 4 columns]]"
1700,079-真理大學-觀光數位知識學系觀光旅遊組,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  以學生修課紀錄、課程學習成果及多元表現等其他有利審查資料，來瞭解學生所具備觀光休閒產業相關之...
2  學習準備建議方向  ...  以學生修課紀錄、課程學習成果及多元表現等其他有利審查資料，來瞭解學生所具備觀光休閒產業相關之...
3  學習準備建議方向  ...  以學生修課紀錄、課程學習成果及多元表現等其他有利審查資料，來瞭解學生所具備觀光休閒產業相關之...
4    學習歷程自述  ...                                      1.未來學習計畫與生涯規劃
5        其他  ...                                                  無

[6 rows x 4 columns]]"
1701,079-真理大學-觀光數位知識學系旅館餐飲組,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  以學生修課紀錄、課程學習成果及多元表現等其他有利審查資料，來瞭解學生所具備觀光休閒產業相關之...
2  學習準備建議方向  ...  以學生修課紀錄、課程學習成果及多元表現等其他有利審查資料，來瞭解學生所具備觀光休閒產業相關之...
3  學習準備建議方向  ...  以學生修課紀錄、課程學習成果及多元表現等其他有利審查資料，來瞭解學生所具備觀光休閒產業相關之...
4    學習歷程自述  ...                                      1.未來學習計畫與生涯規劃
5        其他  ...                                                  無

[6 rows x 4 columns]]"
1702,079-真理大學-航空事業學系,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  航空事業乃是與國際接軌的重要橋梁。學生就讀航空事業學系，除航空業相關之專業知識與職能學習外，...
2  學習準備建議方向  ...  航空事業乃是與國際接軌的重要橋梁。學生就讀航空事業學系，除航空業相關之專業知識與職能學習外，...
3  學習準備建議方向  ...  航空事業乃是與國際接軌的重要橋梁。學生就讀航空事業學系，除航空業相關之專業知識與職能學習外，...
4    學習歷程自述  ...                      1.高中學習歷程反思2.就讀動機3.未來學習計畫與生涯規劃
5        其他  ...                                             1.其他外語

[6 rows x 4 columns]]"
1703,079-真理大學-音樂應用學系,呵呵
1704,079-真理大學-音樂應用學系,呵呵
1705,079-真理大學-音樂應用學系,呵呵
1706,079-真理大學-宗教文化與資訊管理學系藝術與生死組,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  本系 希望能夠透過書面審查與面試 ，招入具有「自我剖析與規劃能力」、「開放多元特質解與學習能...
2  學習準備建議方向  ...  本系 希望能夠透過書面審查與面試 ，招入具有「自我剖析與規劃能力」、「開放多元特質解與學習能...
3  學習準備建議方向  ...  本系 希望能夠透過書面審查與面試 ，招入具有「自我剖析與規劃能力」、「開放多元特質解與學習能...
4    學習歷程自述  ...                                1.就讀動機2.未來學習計畫與生涯規劃
5        其他  ...                                                  無

[6 rows x 4 columns]]"
1707,079-真理大學-宗教文化與資訊管理學系文創與數位組,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  本系希望能招入具有 「自我剖析與規劃能力」、「開放多元特質理解與學習能力」、以及 「自我表達...
2  學習準備建議方向  ...  本系希望能招入具有 「自我剖析與規劃能力」、「開放多元特質理解與學習能力」、以及 「自我表達...
3  學習準備建議方向  ...  本系希望能招入具有 「自我剖析與規劃能力」、「開放多元特質理解與學習能力」、以及 「自我表達...
4    學習歷程自述  ...                                1.就讀動機2.未來學習計畫與生涯規劃
5        其他  ...                                                  無

[6 rows x 4 columns]]"
1708,079-真理大學-統計資訊與精算學系一般組,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  本系以培養符合時代潮流並具備公民素養的資料分析與統計精算之專業人才為目標，欲招收對資料分析及...
2  學習準備建議方向  ...  本系以培養符合時代潮流並具備公民素養的資料分析與統計精算之專業人才為目標，欲招收對資料分析及...
3  學習準備建議方向  ...  本系以培養符合時代潮流並具備公民素養的資料分析與統計精算之專業人才為目標，欲招收對資料分析及...
4    學習歷程自述  ...                      1.高中學習歷程反思2.就讀動機3.未來學習計畫與生涯規劃
5        其他  ...                                                  無

[6 rows x 4 columns]]"
1709,079-真理大學-觀光數位知識學系旅遊運輸組,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  以學生修課紀錄、課程學習成果及多元表現等其他有利審查資料，來瞭解學生所具備觀光休閒產業相關之...
2  學習準備建議方向  ...  以學生修課紀錄、課程學習成果及多元表現等其他有利審查資料，來瞭解學生所具備觀光休閒產業相關之...
3  學習準備建議方向  ...  以學生修課紀錄、課程學習成果及多元表現等其他有利審查資料，來瞭解學生所具備觀光休閒產業相關之...
4    學習歷程自述  ...                                      1.未來學習計畫與生涯規劃
5        其他  ...                                                  無

[6 rows x 4 columns]]"
1710,079-真理大學-音樂應用學系,呵呵
1711,079-真理大學-音樂應用學系,呵呵
1712,099-國立臺北大學-法律學系法學組,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  法律人才訓練非一蹴可幾，從法律基礎教育、專業訓練、證照考取乃至進入職場體現所學，均透過長時間...
2  學習準備建議方向  ...  法律人才訓練非一蹴可幾，從法律基礎教育、專業訓練、證照考取乃至進入職場體現所學，均透過長時間...
3  學習準備建議方向  ...  法律人才訓練非一蹴可幾，從法律基礎教育、專業訓練、證照考取乃至進入職場體現所學，均透過長時間...
4    學習歷程自述  ...                      1.高中學習歷程反思2.就讀動機3.未來學習計畫與生涯規劃
5        其他  ...                                       1.錄取你的理由三百字內

[6 rows x 4 columns]]"
1713,099-國立臺北大學-法律學系司法組,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  法律人才訓練非一蹴可幾，從法律基礎教育、專業訓練、證照考取乃至進入職場體現所學，均透過長時間...
2  學習準備建議方向  ...  法律人才訓練非一蹴可幾，從法律基礎教育、專業訓練、證照考取乃至進入職場體現所學，均透過長時間...
3  學習準備建議方向  ...  法律人才訓練非一蹴可幾，從法律基礎教育、專業訓練、證照考取乃至進入職場體現所學，均透過長時間...
4    學習歷程自述  ...                      1.高中學習歷程反思2.就讀動機3.未來學習計畫與生涯規劃
5        其他  ...                                       1.錄取你的理由三百字內

[6 rows x 4 columns]]"
1714,099-國立臺北大學-法律學系財經法組,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  法律人才訓練非一蹴可幾，從法律基礎教育、專業訓練、證照考取乃至進入職場體現所學，均透過長時間...
2  學習準備建議方向  ...  法律人才訓練非一蹴可幾，從法律基礎教育、專業訓練、證照考取乃至進入職場體現所學，均透過長時間...
3  學習準備建議方向  ...  法律人才訓練非一蹴可幾，從法律基礎教育、專業訓練、證照考取乃至進入職場體現所學，均透過長時間...
4    學習歷程自述  ...                      1.高中學習歷程反思2.就讀動機3.未來學習計畫與生涯規劃
5        其他  ...                                       1.錄取你的理由三百字內

[6 rows x 4 columns]]"
1715,099-國立臺北大學-企業管理學系,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  本系選才理念為培養具溝通協調與管理能力的國際化專業人才，故希望招收對企業管理領域有濃厚興趣，...
2  學習準備建議方向  ...  本系選才理念為培養具溝通協調與管理能力的國際化專業人才，故希望招收對企業管理領域有濃厚興趣，...
3  學習準備建議方向  ...  本系選才理念為培養具溝通協調與管理能力的國際化專業人才，故希望招收對企業管理領域有濃厚興趣，...
4    學習歷程自述  ...                      1.高中學習歷程反思2.就讀動機3.未來學習計畫與生涯規劃
5        其他  ...                                        1.其他有助於審查資料

[6 rows x 4 columns]]"
1716,099-國立臺北大學-金融與合作經營學系,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  本系宗旨在於培養學生成為同時具備高度財務金融專業能力、企業倫理觀念與關懷社會特質之經營管理人...
2  學習準備建議方向  ...  本系宗旨在於培養學生成為同時具備高度財務金融專業能力、企業倫理觀念與關懷社會特質之經營管理人...
3  學習準備建議方向  ...  本系宗旨在於培養學生成為同時具備高度財務金融專業能力、企業倫理觀念與關懷社會特質之經營管理人...
4    學習歷程自述  ...                      1.高中學習歷程反思2.就讀動機3.未來學習計畫與生涯規劃
5        其他  ...               1.外語能力學習歷程心得2.資訊能力學習歷程心得3.作品創作過程描述反思

[6 rows x 4 columns]]"
1717,099-國立臺北大學-會計學系,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  會計系致力培養具國際競爭力之專業人才，為達成此一目標，本系希望招收具有外語及表達能力佳、邏輯...
2  學習準備建議方向  ...  會計系致力培養具國際競爭力之專業人才，為達成此一目標，本系希望招收具有外語及表達能力佳、邏輯...
3  學習準備建議方向  ...  會計系致力培養具國際競爭力之專業人才，為達成此一目標，本系希望招收具有外語及表達能力佳、邏輯...
4    學習歷程自述  ...                      1.高中學習歷程反思2.就讀動機3.未來學習計畫與生涯規劃
5        其他  ...                                                  無

[6 rows x 4 columns]]"
1718,099-國立臺北大學-統計學系,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  本系致力於培養具有理論與實務兼備的專業統計跨領域人才。選才著重於學生之數學、抽象及圖形推理、...
2  學習準備建議方向  ...  本系致力於培養具有理論與實務兼備的專業統計跨領域人才。選才著重於學生之數學、抽象及圖形推理、...
3  學習準備建議方向  ...  本系致力於培養具有理論與實務兼備的專業統計跨領域人才。選才著重於學生之數學、抽象及圖形推理、...
4    學習歷程自述  ...                                1.就讀動機2.未來學習計畫與生涯規劃
5        其他  ...                                             1.競賽表現

[6 rows x 4 columns]]"
1719,099-國立臺北大學-休閒運動管理學系,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  本系希望培育出有社會責任、對於休閒與運動產業有熱情、及具有溝通、協調和團隊合作能力之專業管理人才。
2  學習準備建議方向  ...  本系希望培育出有社會責任、對於休閒與運動產業有熱情、及具有溝通、協調和團隊合作能力之專業管理人才。
3  學習準備建議方向  ...  本系希望培育出有社會責任、對於休閒與運動產業有熱情、及具有溝通、協調和團隊合作能力之專業管理人才。
4    學習歷程自述  ...                      1.高中學習歷程反思2.就讀動機3.未來學習計畫與生涯規劃
5        其他  ...                                        1.其他有利審查之資料

[6 rows x 4 columns]]"
1720,099-國立臺北大學-公共行政暨政策學系,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  本系以培育對公共事務具有熱忱，日後可於行政管理和公共政策相關領域進行策略規劃、教學以及研究之...
2  學習準備建議方向  ...  本系以培育對公共事務具有熱忱，日後可於行政管理和公共政策相關領域進行策略規劃、教學以及研究之...
3  學習準備建議方向  ...  本系以培育對公共事務具有熱忱，日後可於行政管理和公共政策相關領域進行策略規劃、教學以及研究之...
4    學習歷程自述  ...                      1.高中學習歷程反思2.就讀動機3.未來學習計畫與生涯規劃
5        其他  ...                          1.個人資料表2.學習心得3.小論文或科展競賽成果

[6 rows x 4 columns]]"
1721,099-國立臺北大學-財政學系,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  本系以「培育國家社會所需之公部門經濟行為內容涵蓋政府支出計畫、租稅收入、公共財務管理及政府管...
2  學習準備建議方向  ...  本系以「培育國家社會所需之公部門經濟行為內容涵蓋政府支出計畫、租稅收入、公共財務管理及政府管...
3  學習準備建議方向  ...  本系以「培育國家社會所需之公部門經濟行為內容涵蓋政府支出計畫、租稅收入、公共財務管理及政府管...
4    學習歷程自述  ...                      1.高中學習歷程反思2.就讀動機3.未來學習計畫與生涯規劃
5        其他  ...                                                  無

[6 rows x 4 columns]]"
1722,099-國立臺北大學-不動產與城鄉環境學系,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  1.本系教育目標培養不動產與城鄉環境就業與進修之基礎專業能力，經考量不動產與城鄉環境涉及之領...
2  學習準備建議方向  ...  1.本系教育目標培養不動產與城鄉環境就業與進修之基礎專業能力，經考量不動產與城鄉環境涉及之領...
3  學習準備建議方向  ...  1.本系教育目標培養不動產與城鄉環境就業與進修之基礎專業能力，經考量不動產與城鄉環境涉及之領...
4    學習歷程自述  ...                      1.高中學習歷程反思2.就讀動機3.未來學習計畫與生涯規劃
5        其他  ...                                            1.個人資料表

[6 rows x 4 columns]]"
1723,099-國立臺北大學-經濟學系,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  本系核心能力為廣泛經濟議題的綜合統整論述與分析能力、良好的中英語說、寫、閱讀及文書處理的能力...
2  學習準備建議方向  ...  本系核心能力為廣泛經濟議題的綜合統整論述與分析能力、良好的中英語說、寫、閱讀及文書處理的能力...
3  學習準備建議方向  ...  本系核心能力為廣泛經濟議題的綜合統整論述與分析能力、良好的中英語說、寫、閱讀及文書處理的能力...
4    學習歷程自述  ...                      1.高中學習歷程反思2.就讀動機3.未來學習計畫與生涯規劃
5        其他  ...                                       1.其他有助於審查之資料

[6 rows x 4 columns]]"
1724,099-國立臺北大學-社會學系,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  本系為台灣最早成立的社會學系，師資陣容堅強。本系提供數據分析與質性研究的專業訓練，培養學生數...
2  學習準備建議方向  ...  本系為台灣最早成立的社會學系，師資陣容堅強。本系提供數據分析與質性研究的專業訓練，培養學生數...
3  學習準備建議方向  ...  本系為台灣最早成立的社會學系，師資陣容堅強。本系提供數據分析與質性研究的專業訓練，培養學生數...
4    學習歷程自述  ...                      1.高中學習歷程反思2.就讀動機3.未來學習計畫與生涯規劃
5        其他  ...                                       1.特定社會議題看法反思

[6 rows x 4 columns]]"
1725,099-國立臺北大學-社會工作學系,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  審查重點如下:一、修課紀錄:1.重視國文科及社會學科的長期學業表現。2.學業成績參考重點:國...
2  學習準備建議方向  ...  審查重點如下:一、修課紀錄:1.重視國文科及社會學科的長期學業表現。2.學業成績參考重點:國...
3  學習準備建議方向  ...  審查重點如下:一、修課紀錄:1.重視國文科及社會學科的長期學業表現。2.學業成績參考重點:國...
4    學習歷程自述  ...                      1.高中學習歷程反思2.就讀動機3.未來學習計畫與生涯規劃
5        其他  ...                                         1.其他有助審查資料

[6 rows x 4 columns]]"
1726,099-國立臺北大學-中國文學系,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  本系以「經典詮釋」、「文學寫作」和「數位人文」為三大發展方向。「經典詮釋」強調以新視野去消化...
2  學習準備建議方向  ...  本系以「經典詮釋」、「文學寫作」和「數位人文」為三大發展方向。「經典詮釋」強調以新視野去消化...
3  學習準備建議方向  ...  本系以「經典詮釋」、「文學寫作」和「數位人文」為三大發展方向。「經典詮釋」強調以新視野去消化...
4    學習歷程自述  ...                      1.高中學習歷程反思2.就讀動機3.未來學習計畫與生涯規劃
5        其他  ...                                1.個人資料表2.競賽表現3.檢定證照

[6 rows x 4 columns]]"
1727,099-國立臺北大學-應用外語學系,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  本系教育目標為培養學生外語應用能力，引導學生開拓國際視野，期能造就兼具外語溝通能力及全人素樣...
2  學習準備建議方向  ...  本系教育目標為培養學生外語應用能力，引導學生開拓國際視野，期能造就兼具外語溝通能力及全人素樣...
3  學習準備建議方向  ...  本系教育目標為培養學生外語應用能力，引導學生開拓國際視野，期能造就兼具外語溝通能力及全人素樣...
4    學習歷程自述  ...                      1.高中學習歷程反思2.就讀動機3.未來學習計畫與生涯規劃
5        其他  ...                                        1.語文競賽證明及反思

[6 rows x 4 columns]]"
1728,099-國立臺北大學-歷史學系,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  一、修課紀錄審查重點:1.特別著重歷史科之學業成績表現2.是否曾修習校內歷史相關領域或跨領域...
2  學習準備建議方向  ...  一、修課紀錄審查重點:1.特別著重歷史科之學業成績表現2.是否曾修習校內歷史相關領域或跨領域...
3  學習準備建議方向  ...  一、修課紀錄審查重點:1.特別著重歷史科之學業成績表現2.是否曾修習校內歷史相關領域或跨領域...
4    學習歷程自述  ...                      1.高中學習歷程反思2.就讀動機3.未來學習計畫與生涯規劃
5        其他  ...                                                  無

[6 rows x 4 columns]]"
1729,099-國立臺北大學-資訊工程學系,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  一、修課紀錄審查重點：1. 高中在校總成績(類組排名百分比)2. 著重數理科之學業成績表現二...
2  學習準備建議方向  ...  一、修課紀錄審查重點：1. 高中在校總成績(類組排名百分比)2. 著重數理科之學業成績表現二...
3  學習準備建議方向  ...  一、修課紀錄審查重點：1. 高中在校總成績(類組排名百分比)2. 著重數理科之學業成績表現二...
4    學習歷程自述  ...                      1.高中學習歷程反思2.就讀動機3.未來學習計畫與生涯規劃
5        其他  ...                                         1.其他有助審查資料

[6 rows x 4 columns]]"
1730,099-國立臺北大學-通訊工程學系,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  本系培養具備通訊專業知識、創新合作、解決問題能力之人才，適合喜歡邏輯推導，對於通訊新科技有興...
2  學習準備建議方向  ...  本系培養具備通訊專業知識、創新合作、解決問題能力之人才，適合喜歡邏輯推導，對於通訊新科技有興...
3  學習準備建議方向  ...  本系培養具備通訊專業知識、創新合作、解決問題能力之人才，適合喜歡邏輯推導，對於通訊新科技有興...
4    學習歷程自述  ...                      1.高中學習歷程反思2.就讀動機3.未來學習計畫與生涯規劃
5        其他  ...                                                  無

[6 rows x 4 columns]]"
1731,099-國立臺北大學-電機工程學系,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  一、修課紀錄審查重點：1.高中在校總成績(類組排名百分比)。2.著重數學、物理、英文之學業成...
2  學習準備建議方向  ...  一、修課紀錄審查重點：1.高中在校總成績(類組排名百分比)。2.著重數學、物理、英文之學業成...
3  學習準備建議方向  ...  一、修課紀錄審查重點：1.高中在校總成績(類組排名百分比)。2.著重數學、物理、英文之學業成...
4    學習歷程自述  ...                                1.就讀動機2.未來學習計畫與生涯規劃
5        其他  ...                                         1.其他有助審查資料

[6 rows x 4 columns]]"
1732,100-國立嘉義大學-教育學系,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  一、學系介紹：本學系為師資培育學系，以培育具有教育專業知能與涵養之優秀國小師資，及培養有志從...
2  學習準備建議方向  ...  一、學系介紹：本學系為師資培育學系，以培育具有教育專業知能與涵養之優秀國小師資，及培養有志從...
3  學習準備建議方向  ...  一、學系介紹：本學系為師資培育學系，以培育具有教育專業知能與涵養之優秀國小師資，及培養有志從...
4    學習歷程自述  ...                      1.高中學習歷程反思2.就讀動機3.未來學習計畫與生涯規劃
5        其他  ...                                                  無

[6 rows x 4 columns]]"
1733,100-國立嘉義大學-輔導與諮商學系,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  一、學系介紹：本系在選才方面，重視申請者對人群服務、教育或輔導有相當的熱忱，具有耐心，不排斥...
2  學習準備建議方向  ...  一、學系介紹：本系在選才方面，重視申請者對人群服務、教育或輔導有相當的熱忱，具有耐心，不排斥...
3  學習準備建議方向  ...  一、學系介紹：本系在選才方面，重視申請者對人群服務、教育或輔導有相當的熱忱，具有耐心，不排斥...
4    學習歷程自述  ...                      1.高中學習歷程反思2.就讀動機3.未來學習計畫與生涯規劃
5        其他  ...                                                  無

[6 rows x 4 columns]]"
1734,100-國立嘉義大學-特殊教育學系,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  一、學習準備建議方向：(一)修課紀錄：著重於國文、英文、數學、自然、社會等科目及其他跨領域綜...
2  學習準備建議方向  ...  一、學習準備建議方向：(一)修課紀錄：著重於國文、英文、數學、自然、社會等科目及其他跨領域綜...
3  學習準備建議方向  ...  一、學習準備建議方向：(一)修課紀錄：著重於國文、英文、數學、自然、社會等科目及其他跨領域綜...
4    學習歷程自述  ...                                1.就讀動機2.未來學習計畫與生涯規劃
5        其他  ...                                       1.校內外等有利審查文件

[6 rows x 4 columns]]"
1735,100-國立嘉義大學-幼兒教育學系,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  本學系屬幼教師資培育學系，培育優質幼兒教保專業人才，培育學生具備教保專業知識與教學應用能力，...
2  學習準備建議方向  ...  本學系屬幼教師資培育學系，培育優質幼兒教保專業人才，培育學生具備教保專業知識與教學應用能力，...
3  學習準備建議方向  ...  本學系屬幼教師資培育學系，培育優質幼兒教保專業人才，培育學生具備教保專業知識與教學應用能力，...
4    學習歷程自述  ...                      1.高中學習歷程反思2.就讀動機3.未來學習計畫與生涯規劃
5        其他  ...                                                  無

[6 rows x 4 columns]]"
1736,100-國立嘉義大學-數位學習設計與管理學系,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  本系旨在培育數位內容開發、媒體設計及資訊科技整合之數位學習領域相關人才。為達培育目標，本系著...
2  學習準備建議方向  ...  本系旨在培育數位內容開發、媒體設計及資訊科技整合之數位學習領域相關人才。為達培育目標，本系著...
3  學習準備建議方向  ...  本系旨在培育數位內容開發、媒體設計及資訊科技整合之數位學習領域相關人才。為達培育目標，本系著...
4    學習歷程自述  ...                      1.高中學習歷程反思2.就讀動機3.未來學習計畫與生涯規劃
5        其他  ...                                       1.高中自主學習成果反思

[6 rows x 4 columns]]"
1737,100-國立嘉義大學-中國文學系,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  本系旨在培養以人文為主、科技為輔、理論與實際結合之新時代中文人才，建議學生學習方向有三：1....
2  學習準備建議方向  ...  本系旨在培養以人文為主、科技為輔、理論與實際結合之新時代中文人才，建議學生學習方向有三：1....
3  學習準備建議方向  ...  本系旨在培養以人文為主、科技為輔、理論與實際結合之新時代中文人才，建議學生學習方向有三：1....
4    學習歷程自述  ...                      1.高中學習歷程反思2.就讀動機3.未來學習計畫與生涯規劃
5        其他  ...                                                  無

[6 rows x 4 columns]]"
1738,100-國立嘉義大學-應用歷史學系,"[                                                   0
0  ※本表僅係大學學系招生選才時，於申請入學第二階段甄試過程之學習準備建議方向，並非指學生必須具...,           0  ...                                                  3
0        項目  ...                                                 內容
1  學習準備建議方向  ...  本系以實用歷史為專業基礎，輔以環境與區域，進行科際整合規劃，積極往實用層面的文化教育拓展，希...
2  學習準備建議方向  ...  本系以實用歷史為專業基礎，輔以環境與區域，進行科際整合規劃，積極往實用層面的文化教育拓展，希...
3  學習準備建議方向  ...  本系以實用歷史為專業基礎，輔以環境與區域，進行科際整合規劃，積極往實用層面的文化教育拓展，希...
4    學習歷程自述  ...                      1.高中學習歷程反思2.就讀動機3.未來學習計畫與生涯規劃
5        其他  ...                                       1.校內外等有利審查文件

[6 rows x 4 columns]]"
